Key,Source,Context,Changes,English,French,German,Klingon,Spanish
skullCap,items,Clothes,KgNone,Skull Cap,Skull Cap,Mütze,,Casquete
skullCapBlack,items,Clothes,KgNone,Black Skull Cap,Black Skull Cap,Schwarze Mütze,,Casquete negro
skullCapBlue,items,Clothes,KgNone,Blue Skull Cap,Blue Skull Cap,Blaue Mütze,,Casquete azul
skullCapBrown,items,Clothes,KgNone,Brown Skull Cap,Brown Skull Cap,Braune Mütze,,Casquete marrón
skullCapDesc,items,Clothes,KgNone,丁寧に編み込まれた帽子をかぶれば、雪山でも安心です。,This finely woven piece of headgear will make you wish every day was the first day of winter!,"Mit dieser feinmaschigen Kopfbedeckung wirst du dir wünschen, dass der Winter nie endet!",,¡Este magnífico gorro de lana hará que desees que todos los días sean el primer día del invierno!
skullCapGreen,items,Clothes,KgNone,Green Skull Cap,Green Skull Cap,Grüne Mütze,,Casquete verde
skullCapRed,items,Clothes,KgNone,Red Skull Cap,Red Skull Cap,Rote Mütze,,Casquete rojo
swatHelmet,items,Clothes,KgNone,SWAT Helmet,SWAT Helmet,SWAT-Helm,,Casco de SWAT
swatHelmetDesc,items,Clothes,KgNone,SWATヘルメットはとても防御力が高く、これを超えるレベルは軍用レベルです。,The SWAT helmet is 2nd only to the military helmet in protection.,Der SWAT-Helm schützt fast genauso gut wie der Militärhelm.,,El casco de SWAT solo es superado en protección por el militar.
sweatshirt,items,Clothes,KgNone,White Sweatshirt,White Sweatshirt,Weißes Sweatshirt,,Suéter blanco
sweatshirtBlack,items,Clothes,KgNone,Black Sweatshirt,Black Sweatshirt,Schwarzes Sweatshirt,,Suéter negro
sweatshirtBlue,items,Clothes,KgNone,Blue Sweatshirt,Blue Sweatshirt,Blaues Sweatshirt,,Suéter azul
sweatshirtBrown,items,Clothes,KgNone,Brown Sweatshirt,Brown Sweatshirt,Braunes Sweatshirt,,Suéter marrón
sweatshirtGreen,items,Clothes,KgNone,Green Sweatshirt,Green Sweatshirt,Grünes Sweatshirt,,Suéter verde
sweatshirtRed,items,Clothes,KgNone,Red Sweatshirt,Red Sweatshirt,Rotes Sweatshirt,,Suéter rojo
tankTopBlue,items,Clothes,KgNone,Blue Tank Top,Blue Tank Top,Blaues Muskelshirt,,Camiseta de tirantes azul
tankTopClothesGroupDesc,items,Clothes,KgNone,防御力は少ししか得られませんが、上腕二頭筋を魅せつけることが出来ます。,Show off your biceps while getting a little protection against the weather and other damage types with this cotton tank top.,Gib mit deinem Bizeps an und erhalte mit diesem Muskelshirt aus Baumwolle gleichzeitig etwas Schutz vor den Witterungen und anderen Schadensarten.,,Luce tus bíceps y consigue algo de protección contra el clima y otros tipos de daño con esta camiseta de tirantes de algodón.
tankTopGreen,items,Clothes,KgNone,Green Tank Top,Green Tank Top,Grünes Muskelshirt,,Camiseta de tirantes verde
tankTopPurple,items,Clothes,KgNone,Purple Tank Top,Purple Tank Top,Lila Muskelshirt,,Camiseta de tirantes lila
tankTopRed,items,Clothes,KgNone,Red Tank Top,Red Tank Top,Rotes Muskelshirt,,Camiseta de tirantes roja
tankTopWhite,items,Clothes,KgNone,White Tank Top,White Tank Top,Weißes Muskelshirt,,Camiseta de tirantes blanca
tshirtBlack,items,Clothes,KgNone,Black T-Shirt,Black T-Shirt,Schwarzes T-Shirt,,Camiseta negra
tshirtBlue,items,Clothes,KgNone,Blue T-Shirt,Blue T-Shirt,Blaues T-Shirt,,Camiseta azul
tshirtBrown,items,Clothes,KgNone,Brown T-Shirt,Brown T-Shirt,Braunes T-Shirt,,Camiseta marrón
tshirtClothesGroupDesc,items,Clothes,KgNone,二の腕を隠したシャツです。布製で、装備すると少しだけ防御力と天候への耐性が上昇します。,Show off your biceps while getting a little protection against the weather and other damage types with this cotton shirt.,Gib mit deinem Bizeps an und erhalte mit diesem Baumwollhemd gleichzeitig etwas Schutz vor den Witterungen und anderen Schadensarten.,,Luce tus bíceps y consigue algo de protección contra el clima y otros tipos de daño con esta camisa de algodón.
tshirtGreen,items,Clothes,KgNone,Green T-Shirt,Green T-Shirt,Grünes T-Shirt,,Camiseta verde
tshirtRed,items,Clothes,KgNone,Red T-Shirt,Red T-Shirt,Rotes T-Shirt,,Camiseta roja
tshirtWhite,items,Clothes,KgNone,White T-Shirt,White T-Shirt,Weißes T-Shirt,,Camiseta blanca
wornBoots,items,Clothes,KgNone,Worn Boots,Worn Boots,Verschlissene Stiefel,,Botas desgastadas
wornBootsDesc,items,Clothes,KgNone,戦前から履きつぶされたブーツ。そんなブーツでもウェイストランドでは貴重な防具です。,Do walk a mile in someone else's boots. They surely won't need them any more.,Schlüpf mal in die Stiefel eines anderen. Er kann sie sowieso nicht mehr gebrauchen.,,Recorre kilómetros en las botas de otro. Seguro que ya no las necesitan.
blueberries,items,Farming,KgNone,Blueberries,Blueberries,Heidelbeeren,,Moras
blueberriesDesc,items,Farming,KgNone,ブルーベリー（blueberry）はそのまま生でも食べられますし、ブルーベリーパイの材料にもなります。\n種にして土に植えれば増やせます。,"Blueberries can be eaten, used to make pies or turned into blueberry seeds.","Heidelbeeren können gegessen, für Kuchen verwendet oder in Heidelbeersamen verwandelt werden.",,"Las moras se pueden comer, usarse para cocinar tartas o convertirse en semillas de moras."
blueSpruceSeed,items,Farming,KgNone,Blue Spruce Seed,Blue Spruce Seed,Blaufichtensamen,,Semilla de pícea azul
chrysanthemum,items,Farming,KgNone,Chrysanthemum,Chrysanthemum,Chrysantheme,,Crisantemo
chrysanthemumDesc,items,Farming,KgNone,この赤い花（chysanthemum）は、紅ハーブティーの材料になります。,Chrysanthemum can be used to brew red tea.,"Chrysantheme kann benutzt werden, um roten Tee zu brauen.",,Se pueden usar los crisantemos para hacer té rojo.
coffeeBeans,items,Farming,KgNone,Coffee Beans,Coffee Beans,Kaffeebohnen,,Granos de café
corn,items,Farming,KgNone,Ear of Corn,Ear of Corn,Maiskolben,,Mazorca de maíz
cornDesc,items,Farming,KgNone,トウモロコシ（corn）。生でも食べられますが、種にして育てたり、コーンミールをクラフトしたり、キャンプファイアで料理を作ったり、その用途は多岐にわたります。,"An ear of corn can be eaten or used to make corn seed, corn meal, corn on the cob, stews and more.","Maiskolben können gegessen werden. Durch sie kann man auch Maissamen, Maismehl, gekochte Maiskolben und Eintöpfe erhalten.",,"La mazorca de maíz se puede comer o usarse para obtener semillas de maíz, hacer harina, obtener mazorcas, estofarlo, etc."
cornSeed,items,Farming,KgNone,Corn Seed,Corn Seed,Maissamen,,Semilla de maíz
cottonSeed,items,Farming,KgNone,Cotton Seed,Cotton Seed,Baumwollsamen,,Semilla de algodón
goldenrodSeed,items,Farming,KgNone,Goldenrod Seed,Goldenrod Seed,Goldrutensamen,,Semilla de vara de oro
mapleSeed,items,Farming,KgNone,Maple Seed,Maple Seed,Ahornsamen,,Semilla de arce
mushrooms,items,Farming,KgNone,Mushrooms,Mushrooms,Pilze,,Setas
mushroomsDesc,items,Farming,KgNone,生でも食べられるキノコです。[e62020]Campfire[-]でのいくつかの重要なレシピの材料でもあります。栽培する道もあります。,Mushrooms can be safely eaten uncooked or used in several recipes at the campfire.,Pilze können problemlos roh gegessen oder in verschiedenen Rezepten am Lagerfeuer verwendet werden.,,Las setas se pueden comer sin ningún riesgo o usarse en varias recetas en la fogata.
pineSeed,items,Farming,KgNone,Pine Seed,Pine Seed,Kiefernsamen,,Semilla de pino
plantedBlueberry1Desc,items,Farming,KgNone,肥沃な土に種を植えてBlueberryを育てましょう。,Plant blueberry seeds in fertile dirt to grow blueberry plants.,"Pflanze Samen in fruchtbare Erde, um Heidelbeeren zu züchten.",,Planta semillas de mora en un terreno fértil para que crezcan plantas de mora.
plantedCorn1Desc,items,Farming,KgNone,肥沃な土に種を植えてCornを育てましょう。,Plant corn seeds in fertile dirt to grow corn and get corn fed.,"Pflanze Maissamen in fruchtbare Erde, um Mais zu züchten und zu essen.",,Siembra semillas de maíz en terreno fértil para cultivar maíz y alimentarte de maíz.
plantedCotton1Desc,items,Farming,KgNone,肥沃な土に種を植えてCottonを育てましょう。,Cotton seeds can be planted in dirt to grow cotton.,"Baumwollsamen können in Erde gepflanzt werden, um Baumwolle zu züchten.",,Las semillas de algodón se pueden sembrar para cultivar algodón.
plantedGoldenrod1Desc,items,Farming,KgNone,肥沃な土に種を植えてGoldenrodを育てましょう。Goldenrodの花はハーブティーに使えます。,Plant these seeds in fertile dirt to grow goldenrod flowers which can be harvested to make tea.,"Pflanze diese Samen in fruchtbare Erde, um Goldruten zu züchten, aus denen Tee gemacht werden kann.",,Siembra estas semillas en suelo fértil para que crezcan flores de vara de oro. Puedes cosecharlas para hacer té.
plantedPotato1Desc,items,Farming,KgNone,肥沃な土に地下茎(素人の言葉を使えば種でもいいでしょう)を植えてPotatoを育てましょう。,Plant potato tubers - seeds in layman terms - in fertile dirt to grow potato plants.,"Pflanze Kartoffelknollen – auch Saatkartoffeln genannt – in fruchtbare Erde, um Kartoffeln zu züchten.",,"Siembra tubérculos (o semillas de papa, como se dice por ahí), en un terreno fértil para cultivar papas."
potato,items,Farming,KgNone,Potato,Potato,Kartoffel,,Papa
potatoDesc,items,Farming,KgNone,ジャガイモ（potato）はキャンプファイアでいくつかのレシピに使用されます。\n種にして栽培することができます。食糧問題の解決の一手となるでしょう。,"Potatoes can be eaten, crafted into seeds or used in several recipes at the campfire.","Kartoffeln können gegessen, zu Saatkartoffeln verarbeitet oder für mehrere Rezepte am Lagerfeuer benutzt werden.",,"Las papas se pueden comer, convertir en semillas o usarse en varias recetas en la fogata."
baconAndEggs,items,Food,KgNone,Bacon and Eggs,Bacon and Eggs,Schinkenspeck mit Eiern,,Huevos con tocino
bakedPotato,items,Food,KgNone,Baked Potato,Baked Potato,Gebackene Kartoffel,,Papa asada
bakedPotatoDesc,items,Food,KgNone,ホクホクのジャガイモ（baked potato）。簡易な料理ですが、満腹度を満たしてくれることでしょう。\n [ Campfire+Cooking GrillかBig Oven+Cooking Wareクラフト ],A nutritious baked potato full of carbohydrates. Great for couch potatoes too.\n [ Crafted in Campfire with a Cooking Grill and Big Oven with a Cooking Ware. ],Eine nahrhafte Kartoffel voller Kohlenhydrate. Ideal für Couchkartoffeln.,,Una nutritiva papa asada repleta de carbohidratos. Genial para personas sedentarias.
beer,items,Food,KgNone,Beer,Beer,Bier,,Cerveza
blueberryPie,items,Food,KgNone,Blueberry Pie,Blueberry Pie,Blaubeerkuchen,,Pastel de moras
blueberryPieDesc,items,Food,KgNone,自家製ブルーベリーパイ（blueberry pie）は栄養価が高くて、健康値を上げます。おばあちゃん秘伝のレシピはDNAに刻まれています。\n [ Campfire+Cooking PotかBig Oven+Cooking Wareクラフト ],This homemade blueberry pie is nutritious and raises your wellness. Mmm...just like Grandma used to make.\n [ Crafted in Campfire with a Cooking Pot and Big Oven with a Cooking Ware. ],Dieser selbst gemachte Blaubeerkuchen ist nahrhaft und erhöht dein Wohlbefinden. Mmm … wie von der Oma.,,Este pastel de moras casero es nutritivo y mejora tu bienestar. Mmmm... Tal y como la abuela solía hacerlo.
boiledMeat,items,Food,KgNone,Boiled Meat,Boiled Meat,Gekochtes Fleisch,,Carne cocida
boiledMeatDesc,items,Food,EnChanged,一手間かけて柔らかしっとりと茹でられた肉（boiled meat）は、健康値を押し上げます。ニオイは少なめですが、やはりゾンビの注意を引いてしまいます。,"While not as yummy as grilled meat, boiling is an efficient way to prepare a meal.",Es ist zwar nicht so lecker wie gegrilltes Wildbret aber mindestens so nahrhaft.,,"Aunque no sabe igual de bien que a la parrilla, la carne cocida es prácticamente imperceptible para los zombis."
bottledRiverWater,items,Food,KgNone,Bottled Murky Water,Bottled Murky Water,Flasche trübes Wasser,,Agua turbia embotellada
bottledRiverWaterDesc,items,Food,KgNone,濁った水がに満たされています(bottled River Water)。キャンプファイアで浄化出来ます。\n飲むと空き瓶が手に入ります。ただし、赤痢になる可能性があります。\n [ Campfire+Cocking PotかBig Oven+Kettleクラフト ],Disgusting murky water but it's the apocalypse. You can't be picky. Boil at a campfire to purify it.\n [ Crafted in Campfire and Big Oven with a Kettle. ],"Ekliges trübes Wasser, aber es ist die Apokalypse. Da darf man nicht wählerisch sein. Koch das Wasser am Lagerfeuer, damit es trinkbar wird.",,"Asquerosa agua turbia, pero estamos en el apocalipsis. ¡No puedes ponerte quisquilloso! Hiérvela en una fogata para purificarla."
bottledWater,items,Food,KgNone,Bottled Water,Bottled Water,Flasche Wasser,,Agua embotellada
bottledWaterDesc,items,Food,KgNone,飲料に適した水(bottled water)。ウェイストランドでは貴重です。\n飲むと空き瓶が手に入ります。\n [ Campfire+Cooking PotかBig Oven+Kettle. ],Fresh bottled water. Well as fresh as you can get in the apocalypse.\n [ Crafted in Campfire with a Cooking Pot and Big Oven with a Kettle. ],"Eine Flasche mit frischem Wasser. Na ja, so frisch, wie es während der Apokalypse geht.",,"Agua fresca embotellada. Bueno, tan fresca como puede ser en el apocalipsis."
canBeef,items,Food,KgNone,Large Beef Ration,Large Beef Ration,Große Rindfleisch-Ration,,Gran porción de ternera
canBeefDesc,items,Food,KgNone,失われた牛肉の味を味わえるレーションです。\n食べると空き缶が手に入ります。\n [ Canned Food Machineクラフト ],It's not from your favorite steakhouse but this can of beef will fill you up. Bon appetit!\n [ Crafted in Canned Food Machine. ],"Dein Lieblings-Steakhouse ist es nicht, aber diese Dose Rindfleisch wird deinen Bauch füllen. Guten Appetit!",,"No es de tu asador favorito, pero te saciará. ¡Buen provecho!"
canBoiledWater,items,Food,KgNone,Boiled Water,Boiled Water,Konserve mit Wasser,,Agua hervida
canBoiledWaterDesc,items,Food,KgNone,飲水は煮沸された水を飲むのが安全です。素材があれば、お茶等さらに効果の高い飲み物を作れます。\n [ Campfireクラフト ],Boiled water is safe to drink. Probably.\n [ Crafted in Campfire. ],Gekochtes Wasser kann bedenkenlos getrunken werden. Wahrscheinlich.,,El agua hervida es segura. Probablemente.
canCatfood,items,Food,KgNone,Can of Cat Food,Can of Cat Food,Dose Katzenfutter,,Lata de comida para gatos
canCatfoodDesc,items,Food,KgNone,ネコが夢中になる味付けと、必要な栄養素をバランスよく配合したキャットフードです。\nキャットフードです。あなたが夢中にならないでください。,"A can of Meow Chow is a delicacy. For cats. You are not eating this, are you?","Eine Dose mit Katzenfutter ist eine Delikatesse. Für Katzen. Du hast nicht vor, das zu essen, oder?",,"Una lata de Whiskas es un deleite. Para gatos. No te la vas a comer, ¿o sí?"
